stableId,id,sourceType,questionScope,sectionIds,entryId,level,displayLevel,prompt,correctAnswer,distractorB,distractorBFeedback,distractorC,distractorCFeedback,distractorD,distractorDFeedback,visibleCorrectExplanation,visibleConnection,visibleTakeaway,qualityProfile,sourceUrl
FV400_080,FV400_080,fullVoyageQuestions,Full Voyage,call-of-duty-free,,4,400,A museum exit quietly leads every visitor through the shop before daylight. What kind of design is doing the work?,A duty-free-style route,A desire path,A desire path is made by people ignoring official routes; the museum route is designed from above.,A sidewalk café,A sidewalk café invites public life to linger; it does not funnel movement toward buying.,A stroad,A stroad mixes road and street functions; it is not mainly about routing people through retail.,This points toward A duty-free-style route: the space makes shopping part of the path out.,The path turns movement into a commercial opportunity before the visitor leaves.,A route can sell without ever announcing itself as an advertisement.,,
FV400_081,FV400_081,fullVoyageQuestions,Full Voyage,progress-not-regress,,4,400,"Every morning repeats, but the person inside the repetition slowly changes. Which model fits best?",Cyclical progress,Linear progress,Linear progress would move steadily forward; this situation loops instead of advancing in a straight line.,A progress bar,"A progress bar implies visible movement toward a fixed endpoint, which the repeating day hides.",The moral arc,"The moral arc imagines justice over historical time, not personal change through repeated cycles.",Cyclical progress is the cleanest answer: repetition becomes the structure through which change happens.,The situation repeats in circles while change accumulates inside the person.,Not every movement toward change looks like a straight line.,,
FV400_082,FV400_082,fullVoyageQuestions,Full Voyage,next-year-in-futurism|where-the-sidewalk-starts,,4,400,First it was promised as a revolution; years later it survives as a tiny convenience people barely notice. What happened?,Moving sidewalks,Nuclear-powered cars,Nuclear-powered cars did not become a quiet everyday convenience; they remained mostly unrealized fantasy.,Food pills,Food pills did not replace meals; the promise failed rather than settling into a common niche.,3D televisions,3D televisions had a consumer fad but did not become a durable infrastructure convenience.,Moving sidewalks fit because a citywide travel dream became mostly a limited airport convenience.,"The promised future did arrive, but only in a smaller and more ordinary form.",A future can arrive in a much smaller form than its original promise.,,
FV400_083,FV400_083,fullVoyageQuestions,Full Voyage,the-end-is-nearish,,4,400,A royal drama avoids showing the next heir because the current ruler would instantly look temporary. What tactic does that echo?,Elizabeth I delaying an heir,A lame-duck president,A lame-duck president has already lost attention to the future; this tactic tries to prevent that shift.,A caretaker government,A caretaker government accepts temporary limits; it does not hide succession to preserve personal authority.,A regency,"A regency manages power for someone not ready to rule, rather than hiding the next ruler.",Elizabeth I delaying an heir captures the pattern: naming the successor would pull attention toward the next reign.,The tactic protects present authority by keeping the successor out of view.,Succession can weaken authority before any formal transfer happens.,,
FV400_084,FV400_084,fullVoyageQuestions,Full Voyage,theres-a-draft|monkey-see|theres-a-draft-in-here|monkey-see-monkey-prototype,,4,400,"The rehearsal gets applause, so everyone forgets there is still no working product. What trap has opened?",Fake demos and vaporware,Rough demos,Rough demos show process honestly; they usually reveal unfinishedness rather than hide it.,Prototype testing,Prototype testing checks an early model; this situation mistakes performance for delivery.,Rehearsal psychology,"Rehearsal psychology is about practice preparing behavior, not selling an illusion of completion.",Fake demos and vaporware fit because smooth presentation can make an unfinished product seem real.,A polished performance is being mistaken for actual readiness.,Polish can create a false sense that something is ready.,,
FV400_085,FV400_085,fullVoyageQuestions,Full Voyage,introductory-questions|the-lovely-and-the-liminal,,4,400,"A child walks across a stage, receives a certificate, and everyone treats them as changed. What kind of arrival is this?",A rite of passage,A Grand Tour,A Grand Tour is travel for education and status; it is not a single ceremony marking transition.,A homecoming,A homecoming returns someone to a place; the stage scene changes how others classify them.,A pilgrimage,A pilgrimage gives sacred meaning to travel; the certificate marks a social threshold.,"A rite of passage explains the situation: the crossing changes social status, not just location.",The ceremony makes a social transition visible and official.,Some arrivals matter because a community agrees the person has changed.,,
FV400_086,FV400_086,fullVoyageQuestions,Full Voyage,the-end-is-nearish,,4,400,A mural of ruins makes people argue about their own century more than about the last day of the world. What is the image doing?,Apocalyptic aesthetics,Doomsday prediction,A doomsday prediction gives a date or claim about the end; the mural works through mood and imagery.,Climate tipping point,A climate tipping point is a scientific threshold; the mural is an artistic rehearsal of collapse.,Doomsday Clock,The Doomsday Clock visualizes risk numerically; the mural makes fear into a scene.,Apocalyptic aesthetics fit because ruins and destruction become a way to rehearse cultural anxiety.,The image uses imagined ending to make present fears visible.,Images of endings often reveal what the present is afraid of.,,
FV400_087,FV400_087,fullVoyageQuestions,Full Voyage,progress-not-regress,,4,400,A country ranking looks neutral until people notice it quietly decides what counts as a good life. What is at work?,Progress as a measurement problem,Moral and social progress,"Moral and social progress concerns rights, backlash, and uneven benefit, not the value choices inside a ranking.",Personal progress is non-linear,"Personal progress is non-linear deals with plateaus and setbacks in growth, not national measurement.",Entropy and maintenance,"Entropy and maintenance warn that systems decay without upkeep, not that numbers define values.",Progress as a measurement problem carries the same logic: metrics define the goal while pretending only to report it.,The ranking does not only measure value; it chooses which values count.,A number can look neutral while carrying a theory of what matters.,,
FV400_088,FV400_088,fullVoyageQuestions,Full Voyage,home-and-wandering,,4,400,Only the ground already crossed becomes visible; every step turns the future into a partial map. What structure does this resemble?,A fog-of-war map,A Route 66 diner map,"A Route 66 diner map remembers a road already made meaningful, not a future gradually becoming visible.",A Grand Tour itinerary,A Grand Tour itinerary plans the route in advance; it does not hide the route until movement occurs.,An airport shopping map,An airport shopping map directs customers through known space rather than revealing uncertainty step by step.,This points toward A fog-of-war map: space is revealed only as the traveler explores it.,The map makes knowledge arrive gradually through movement.,Some maps do not just show movement; they decide when the world becomes knowable.,,
FV400_089,FV400_089,fullVoyageQuestions,Full Voyage,the-lovely-and-the-liminal,,4,400,"The traveler has arrived somewhere, but the lobby makes life feel paused rather than settled. What space is this?",A liminal space,A homecoming,A homecoming restores connection to a place; the lobby keeps the traveler suspended.,A sidewalk café,A sidewalk café creates public social life; the lobby creates temporary in-betweenness.,A Grand Tour stop,"A Grand Tour stop is part of educational travel, not mainly a pause between identities.","A liminal space is the cleanest answer: the traveler is between states: no longer outside, not yet settled.","The place works as a threshold, not a destination with full belonging.",Some places are defined by being between one state and another.,,
FV400_090,FV400_090,fullVoyageQuestions,Full Voyage,more-to-do|more-to-do-than-can-ever-be-listed,,4,400,Ten extreme activities are posted online less for joy than to prove the life was properly lived. What has the list become?,A bucket list as performance,A done list,"A done list records completed work, usually to preserve effort rather than display identity.",A practical to-do list,A practical to-do list organizes duties; the extreme activities are about aspiration and self-image.,A poetic list,A poetic list expands imagination; this situation is about performing completion for others.,The clue points to A bucket list as performance: the experiences become public evidence of a life well lived.,The list turns desire into identity proof for an audience.,A list can become a performance of who someone wants to be.,,
FV400_091,FV400_091,fullVoyageQuestions,Full Voyage,where-the-sidewalk-starts,,4,400,"The official path is paved, but the grass shows where people actually want to go. What is the grass path saying?",Desire path,Wayfinding sign,A wayfinding sign tells people where to go; the grass path shows what they do without being told.,Sidewalk café,A sidewalk café invites lingering in public space; the grass path reveals preferred movement.,Snout house,"A snout house prioritizes the garage face; it is about car-centered home design, not informal routing.",A desire path captures the pattern: repeated footsteps expose the route people actually choose.,The worn route reveals behavior that the planned route failed to anticipate.,Real movement often audits official design better than a plan does.,,
FV400_092,FV400_092,fullVoyageQuestions,Full Voyage,theres-a-draft|theres-a-draft-in-here,,4,400,"One more revision makes the work smoother, but the original energy starts disappearing. What tension is showing?",Draft versus final version,Fake demo,A fake demo hides unreadiness; this situation is about real revision changing the work’s feel.,Unfinished masterpiece,"An unfinished masterpiece gains meaning from incompletion, but the stem focuses on revision toward polish.",Rehearsal,Rehearsal prepares performance; it does not describe the tradeoff between draft energy and final smoothness.,Choose Draft versus final version here; revision can improve clarity while changing what the work originally carried.,The situation weighs polish against the revealing force of the unfinished version.,A final version can gain polish while losing something visible in the draft.,,
FV400_093,FV400_093,fullVoyageQuestions,Full Voyage,call-of-duty-free,,4,400,"The voyage is over, but the passengers are not allowed into the promised harbor. What kind of arrival failed?",The Saint Louis passengers,The Grand Tour,"The Grand Tour is educational elite travel, not a journey blocked at the point of refuge.",The London-Calcutta bus,"The London-Calcutta bus emphasizes long-distance passage, not denial after reaching the desired endpoint.",A pilgrimage,A pilgrimage gives sacred meaning to arrival; it does not center on political refusal of admission.,The Saint Louis passengers fit because physical travel did not become safe arrival or accepted admission.,The failure is not movement; it is admission at the destination.,Arrival can fail even after the route has been completed.,,
FV400_094,FV400_094,fullVoyageQuestions,Full Voyage,roads-and-futures|where-were-going-well-still-need-them,,4,400,"The sci-fi city promised flying freedom, but the future still needs lanes, chargers, repairs, and rules. What did the fantasy forget?",Roads as hidden foundation,Smart roads,"Smart roads add technology to infrastructure, but the stem asks what the fantasy forgot underneath everything.",Charging roads,"Charging roads imagine powering vehicles while they move; they are one upgrade, not the basic forgotten condition.",Flying-car posters,Flying-car posters sell the dream; they do not explain the infrastructure that still has to support it.,Roads as hidden foundation fit because even futuristic travel depends on maintained infrastructure.,The fantasy ignored the ordinary systems that make movement possible.,A future of movement still needs boring systems beneath the dream.,,
FV400_095,FV400_095,fullVoyageQuestions,Full Voyage,roads-and-futures|where-were-going-well-still-need-them,,4,400,The souvenir makes the road feel more legendary than the trip itself. What has taken over?,Route 66 nostalgia,Grand Tour education,"Grand Tour education used travel to build elite cultural status, not roadside memory branding.",Pilgrimage ritual,Pilgrimage ritual makes travel sacred; the souvenir road is more about nostalgia and identity.,Dark tourism,"Dark tourism focuses on tragedy and difficult history, not a romanticized road myth.",Route 66 nostalgia carries the same logic: the road survives as a cultural symbol and souvenir of travel freedom.,Memory and branding have become more important than the route as transportation.,A route can become more powerful as memory than as infrastructure.,,
FV400_096,FV400_096,fullVoyageQuestions,Full Voyage,introductory-questions,,4,400,"The paperwork says the conflict is over, but people still act as if the ending never reached them. What kind of ending is that?",An administrative ending,A point of no return,A point of no return marks lost reversibility; the issue here is official closure without emotional closure.,A last-chance deadline,"A last-chance deadline creates urgency before time runs out, not disagreement after closure is declared.",A caretaker transition,"A caretaker transition keeps authority moving temporarily, but the stem concerns whether an ending has really been felt.",This points toward An administrative ending: a system can declare closure before people experience it as finished.,The formal finish and the human finish do not arrive at the same time.,A declared ending is not always the same as a lived ending.,,
FV400_097,FV400_097,fullVoyageQuestions,Full Voyage,introductory-questions,,4,400,"The restaurant gives diners a little game while food is delayed; the kitchen is not faster, but the wait feels filled. What is this most like?",Auxiliary loading games,A progress bar,A progress bar makes movement toward completion visible; the game distracts from the wait rather than measuring it.,A placebo button,"A placebo button gives fake control; the diner is being entertained, not invited to control the kitchen.",A done list,A done list preserves completed labor; it does not manage the feeling of waiting.,Auxiliary loading games fit because they fill waiting time with play instead of speeding the process.,The wait is not shortened; attention is redirected into a small side activity.,A process can feel shorter when attention has somewhere else to go.,,
FV400_098,FV400_098,fullVoyageQuestions,Full Voyage,call-of-duty-free,,4,400,A passport score turns freedom of movement into a number on a leaderboard. What has been measured?,Passport Index,Gini Coefficient,"Gini Coefficient measures income inequality, not freedom to cross borders.",Human Development Index,"Human Development Index combines health, education, and income, not passport mobility.",Big Mac Index,"Big Mac Index compares purchasing power through burger prices, not travel access.",The clue points to Passport Index: it measures travel access and visa-free mobility across borders.,The number ranks how much mobility a passport can unlock.,Numbers can turn freedom into a ranked comparison.,,
FV400_099,FV400_099,fullVoyageQuestions,Full Voyage,home-and-wandering,,4,400,"The old bedroom is still there, but returning feels like visiting a museum of someone else. What changed?",Homecoming,Homesickness,Homesickness is longing from far away; the stem describes the discomfort of actually returning.,The Grand Tour,"The Grand Tour is educational travel, not the altered feeling of coming back.",Duty-free shopping,"Duty-free shopping happens in transit commerce, not in the emotional return to a former home.","Homecoming captures the pattern: arrival back home can feel unfamiliar after time, growth, or distance.",The return exposes that the traveler and the home have both changed.,Coming back is not always the same as recovering the old home.,,
FV400_100,FV400_100,fullVoyageQuestions,Full Voyage,call-of-duty-free,,4,400,A memorial tour sells postcards before visitors have processed the tragedy. What danger appears?,Dark tourism commercialization,Authentic tourism,Authentic tourism seeks contact with local life; the danger here is selling tragedy as a product.,Grand Tour education,"Grand Tour education used travel for cultural formation, not visiting sites of disaster or grief.",Route 66 nostalgia,"Route 66 nostalgia romanticizes a road myth, not the consumption of painful history.",Choose Dark tourism commercialization here; sites of suffering can be packaged for visitors.,The tragedy risks becoming an experience to consume before it is understood.,Travel can turn memory into merchandise if it is not handled carefully.,,
FV400_101,FV400_101,fullVoyageQuestions,Full Voyage,were-all-in-this|were-all-in-this-to-get-there,,4,400,"Everyone works harder once the observers arrive, but the work culture has not really changed. What effect is at work?",The Hawthorne Effect,The Zeigarnik Effect,"The Zeigarnik Effect concerns unfinished tasks staying active in memory, not behavior under observation.",The sunk cost fallacy,"The sunk cost fallacy keeps people committed because of past investment, not because observers arrived.",Hofstadter’s Law,"Hofstadter’s Law explains delays lasting longer than expected, not improved effort under observation.",The Hawthorne Effect explains the situation: observation itself can alter performance.,The behavior changes because people know they are being watched.,Observation can change behavior without solving the underlying system.,,
FV400_102,FV400_102,fullVoyageQuestions,Full Voyage,home-and-wandering|where-the-sidewalk-starts,,4,400,"A new road is added to reduce traffic, and everyone somehow gets home later. What lesson fits?",Braess’s Paradox,Illich’s Law,"Illich’s Law warns that too much effort can reduce productivity, not that networks worsen after added capacity.",Conway’s Law,"Conway’s Law links system design to organization structure, not traffic route choice.",Hofstadter’s Law,"Hofstadter’s Law explains schedule delays, not road networks becoming slower after expansion.",The pattern belongs to Braess’s Paradox: adding a road can increase congestion in a network.,The added route changes everyone’s choices and makes the whole network worse.,More infrastructure is not always better if the network reacts badly.,,
FV400_103,FV400_103,fullVoyageQuestions,Full Voyage,introductory-questions,,4,400,"Someone buys the trip because it is supposed to make them cultured, not because the destination matters alone. What old pattern returned?",The Grand Tour,A pilgrimage,A pilgrimage is shaped by sacred purpose; the stem emphasizes culture and social formation.,A bucket list,A bucket list collects desired experiences; it does not necessarily carry the same educational status logic.,A layover,"A layover is a pause between flights, not a journey designed to transform status.",The Grand Tour carries the same logic: elite travel was meant to produce cultural polish and status.,The journey is treated as education and social formation.,"Some journeys are meant to produce a kind of person, not just reach a place.",,
FV400_104,FV400_104,fullVoyageQuestions,Full Voyage,theres-a-draft|theres-a-draft-in-here,,4,400,Visitors love the half-finished building partly because completion would end the story they came to see. What kind of value is this?,Unfinished masterpiece,Rough demo,A rough demo is an early version on the way to something else; the building’s incompletion is being valued in itself.,Fake demo,A fake demo pretends readiness; this building is openly unfinished.,Prototype,A prototype tests a future design; the stem focuses on aesthetic and cultural value in incompletion.,This points toward An unfinished masterpiece: not being complete can become central to the work’s power.,The work’s incompletion becomes part of its meaning and appeal.,Some unfinished things matter because they never fully close.,,
FV400_105,FV400_105,fullVoyageQuestions,Full Voyage,the-lovely-and-the-liminal,,4,400,A community ceremony makes a slow change official: the child is no longer treated as a child. What has the ceremony done?,Marked a rite of passage,Created homesickness,Homesickness is longing for home from elsewhere; the ceremony is about social transition.,Started a Grand Tour,"A Grand Tour is educational travel, not a local ritual declaring a new status.",Opened a duty-free zone,"A duty-free zone changes customs rules for goods, not social status for a person.",Marking a rite of passage is the cleanest answer: the group publicly recognizes a change in status.,The ceremony turns gradual growth into a recognized social crossing.,A ritual can make a slow personal change visible to everyone.,,
FV400_106,FV400_106,fullVoyageQuestions,Full Voyage,the-lovely-and-the-liminal,,4,400,"A sitcom character walks into the kitchen, freezes, and asks why he came in. What just happened?",Doorway effect,Zeigarnik effect,"Unfinished tasks stay mentally active, but the scene is about forgetting an intention after changing rooms.",Hawthorne effect,"Observation can change behavior, but nobody is acting differently because they are being watched here.",Endowed progress effect,"A head start can increase motivation, but no artificial progress has been given in this scene.","Crossing into a new room can reset attention, making the original purpose suddenly harder to retrieve.",A change of physical context can interrupt the mental thread that carried the original intention.,"When a location change breaks a thought, think doorway effect.",,
FV400_107,FV400_107,fullVoyageQuestions,Full Voyage,more-to-do|more-to-do-than-can-ever-be-listed,,4,400,"A café song cuts off before the chorus, and the missing ending bothers you all afternoon. What explains the itch?",Zeigarnik effect,Doorway effect,"A doorway can disrupt memory, but nothing here depends on entering a new space.",Hawthorne effect,"Being observed can change behavior, but the problem here is an unfinished pattern.",Sunk cost fallacy,"Sunk cost keeps people attached to past investment, not to an interrupted ending.",The unfinished song stays active because the mind keeps trying to complete what was interrupted.,The mind gives extra attention to unfinished patterns and unresolved tasks.,Unfinished things often become louder than finished ones.,,
FV400_108,FV400_108,fullVoyageQuestions,Full Voyage,the-end-is-nearish,,4,400,A stadium has promised to open next spring for six springs in a row. Which law is laughing?,Hofstadter’s Law,Brooks’ Law,"Adding workers to a late project can make it later, but the stem focuses on repeated bad time estimates.",Conway’s Law,"Organization shape can affect design, but the problem here is duration, not structure.",Putt’s Law,"Hierarchy can hide competence, but the joke is about schedules that keep slipping.","The repeated promise of a near opening works the joke that work takes longer than expected, even when delay is already expected.",Some projects keep taking longer than expected even after everyone starts expecting delay.,"When the calendar keeps losing to reality, think Hofstadter.",,
FV400_109,FV400_109,fullVoyageQuestions,Full Voyage,were-all-in-this|were-all-in-this-to-get-there,,4,400,"A late software team doubles its staff, then spends the week coordinating meetings instead of shipping. Which law did they forget?",Brooks’ Law,Hofstadter’s Law,"Bad time estimates matter here, but the key mistake is adding people to solve lateness.",Conway’s Law,"Team structure can shape the product, but the stem focuses on staffing and coordination drag.",Laborit’s Law,"Avoiding unpleasant tasks can delay work, but the added meetings come from extra coordination.",Adding people to a late software project can make the project slower because communication costs grow.,More people can create more coordination work instead of faster completion.,More help is not always less delay.,,
FV400_110,FV400_110,fullVoyageQuestions,Full Voyage,were-all-in-this|were-all-in-this-to-get-there,,4,400,"A group has three committees, and its final slideshow looks like three separate projects glued together. Which law predicted it?",Conway’s Law,Brooks’ Law,"Extra workers can slow a project, but the clue is the product copying the organization.",Putt’s Law,"Hierarchy can distort competence, but the visible issue is structural mirroring.",Illich’s Law,"Over-effort can become harmful, but the problem here is the shape of the team becoming the shape of the product.","The divided slideshow mirrors the divided team, which is exactly the kind of pattern Conway’s Law describes.",The structure of the group can appear inside the structure of what it produces.,"When the output looks like the organization, think Conway.",,
FV400_111,FV400_111,fullVoyageQuestions,Full Voyage,going-pains|the-lovely-and-the-liminal,,4,400,"After four hours of revision, every extra hour makes the essay worse. Which warning fits?",Illich’s Law,Hawthorne effect,"Observation changes behavior, but nobody is being watched into changing their work.",90-90 rule,"The 90-90 rule jokes about unfinished work expanding, not about overwork damaging quality.",Endowed progress effect,"Artificial head starts can motivate, but the scene is about effort becoming counterproductive.",The essay gets worse because extra work has passed the point where effort still helps.,"Past a certain point, more effort can create less useful output.",More work can become less progress when energy collapses.,,
FV400_112,FV400_112,fullVoyageQuestions,Full Voyage,introductory-questions|progress-not-regress,,4,400,"A hotel elevator has a close-door button that makes guests feel calmer, but it is not connected. What is it?",Placebo button,Progress bar,"A bar makes progress visible, but the clue is a fake control.",Skeleton screen,"A skeleton layout previews missing content, but the scene is about pressing a useless control.",Splash screen,"A splash screen covers loading with branding, not with a fake button.",The button gives a feeling of control without actually controlling the door.,A control can reduce frustration even when it does not change the system.,A fake control can still change how waiting feels.,,
FV400_113,FV400_113,fullVoyageQuestions,Full Voyage,introductory-questions|progress-not-regress,,4,400,A news page loads grey boxes where headlines and images will soon appear. What is the page using?,Skeleton screen,Throbber,A throbber only signals activity; it does not preview the page layout.,Console output,"Console output shows lines of process text, not placeholder blocks for content.",Splash screen,A splash screen hides the interface at launch rather than sketching the missing content.,"The grey placeholders preview the layout, making the page feel partly present before it is fully loaded.",A page can reduce waiting stress by showing the shape of missing content before the content arrives.,"When the empty layout appears before the content, think skeleton screen.",,
FV400_114,FV400_114,fullVoyageQuestions,Full Voyage,progress-not-regress,,4,400,"If a bubble-tea index compared the same drink in cities around the world, what would it probably estimate?",Purchasing power parity,Income inequality,"Income inequality compares distribution within a society, not the price of one product across currencies.",Labor productivity,"Labor productivity measures output per worker or hour, not local buying power through a product price.",Balance of trade,"Balance of trade compares imports and exports, not what the same drink costs in different places.",Comparing the same drink across cities would work like a playful price-based estimate of purchasing power.,A familiar product can become a rough tool for comparing currency value across places.,A single-product index usually points toward purchasing power.,,
FV400_115,FV400_115,fullVoyageQuestions,Full Voyage,introductory-questions,,4,400,"A cartoon shows a vacation photo captioned, “This is not the trip.” Which artwork would understand the joke?",The Treachery of Images,The Persistence of Memory,"Melting clocks question time and memory, but the joke is about representation.","Rain, Steam and Speed","Mist and motion create speed, but the cartoon is not about movement.",The Triumph of Death,"Death and collapse dominate that work, not the difference between object and image.",The joke depends on the gap between an image and the reality it represents.,A representation can point to something without being the thing itself.,"When an image refuses to be the thing it shows, think Magritte.",,
FV400_116,FV400_116,fullVoyageQuestions,Full Voyage,theres-a-draft|theres-a-draft-in-here,,4,400,A rough painting already contains the panic that will later become a famous scream. Which work is it closest to?,Despair,The Last Judgment,"The Last Judgment stages final judgment, not a personal emotional draft.",Migration,"Migration focuses on movement and displacement, not a draft evolving into panic.",The Great Day of His Wrath,"The Great Day of His Wrath imagines catastrophe on a grand scale, not a precursor to a scream.",Despair works as a rough emotional predecessor to the later image of panic.,"An earlier version can carry the emotional core of a later, more famous work.",A draft can already contain the feeling that the final work makes famous.,,
FV400_117,FV400_117,fullVoyageQuestions,Full Voyage,roads-and-futures|where-were-going-well-still-need-them,,4,400,"A painter wants smoke, mist, and blurred motion to make speed visible. Which work fits best?","Rain, Steam and Speed",The Course of Empire: Destruction,"Destruction shows collapse, not speed made visible through mist and steam.",The Persistence of Memory,"Melting clocks distort time, but the clue is physical speed and atmosphere.",The Mystical Nativity,"The Mystical Nativity is spiritual and symbolic, not a study of modern motion.","Rain, Steam and Speed uses atmosphere and a train to make movement feel visible.","Motion can be shown through atmosphere, blur, and machinery rather than through a diagram.","Speed can be painted as weather, energy, and blur.",,
FV400_118,FV400_118,fullVoyageQuestions,Full Voyage,introductory-questions|monkey-see|monkey-see-monkey-prototype,,4,400,A composer writes music meant to calm strangers in a terminal without demanding their attention. What is it closest to?,Music for Airports,Waiting for Godot,"Waiting for Godot centers on endless expectation, but it is not music designed for a public terminal.",Sea Fever,"Sea Fever expresses the pull of travel, not a calm soundscape for waiting.",The Road Not Taken,"The Road Not Taken is about choice and retrospective meaning, not ambient public sound.",Music for Airports is built around ambient calm in a space of waiting and transit.,Sound can be designed as an atmosphere for waiting rather than as a performance to follow.,Some music is designed to change the space around the listener.,,
FV400_119,FV400_119,fullVoyageQuestions,Full Voyage,introductory-questions,,4,400,"Two figures keep saying they will leave, but they stay and wait for someone who never arrives. Which work is closest?",Waiting for Godot,The Odyssey,"The Odyssey involves long travel and return, not a static wait for a missing arrival.",Sea Fever,"Sea Fever longs for departure, while the scene is trapped in waiting.",The Road Not Taken,"The Road Not Taken reflects on choice, not on waiting for a person who never arrives.",Waiting for Godot centers on characters whose lives are organized around someone who never comes.,The situation turns waiting itself into the main action.,"When waiting becomes the whole plot, Godot is nearby.",,
FV400_120,FV400_120,fullVoyageQuestions,Full Voyage,the-lovely-and-the-liminal,,4,400,"A traveler sleeps under fluorescent lights after landing, but the border still says he has not really arrived. What kind of space is this?",Liminal space,Entrepôt,"An entrepôt stores and transfers goods, while the scene is about a person stuck between statuses.",Stroad,"A stroad mixes street and road functions, but this is not a car corridor problem.",Snout house,"A snout house centers a garage, not a human being suspended between arrival and admission.",The airport floor becomes an in-between space where arrival is physical but not fully legal or social.,The person is physically present but still between statuses.,Being somewhere is not always the same as being admitted.,,
FV400_121,FV400_121,fullVoyageQuestions,Full Voyage,call-of-duty-free|the-lovely-and-the-liminal,,4,400,A traveler buys perfume after passport control but before entering the next city. Which place makes that purchase possible?,Duty-free zone,Grand Hotel lobby,"A hotel lobby hosts travelers, but it does not create the same tax-and-border shopping condition.",Entrepôt port,"An entrepôt moves goods through trade networks, not retail perfume for passengers after passport control.",Pilgrimage hostel,"A pilgrimage hostel supports religious travel, not airport shopping between borders.",Duty-free shopping exists in a border-like commercial space between departure and arrival.,Some travel spaces turn border crossing into a special shopping condition.,Some border spaces turn transit into consumption.,,
FV400_122,FV400_122,fullVoyageQuestions,Full Voyage,where-the-sidewalk-starts,,4,400,People keep cutting across the grass until the city finally paves their diagonal route. What did planners learn from?,Desire path,Wayfinding sign,"A wayfinding sign guides people, but the route here is created by repeated use.",Stroad,"A stroad mixes traffic functions, while the clue is a pedestrian shortcut.",Moving sidewalk,"A moving sidewalk carries people mechanically, not through an informal path worn into the ground.",The diagonal track shows where people naturally go before official design catches up.,Repeated human movement can reveal the route people actually need.,Sometimes the real map is drawn by feet first.,,
FV400_123,FV400_123,fullVoyageQuestions,Full Voyage,where-the-sidewalk-starts,,4,400,A public bench is built with metal dividers so no one can lie down. What design logic is at work?,Hostile architecture,Placemaking,"Placemaking tries to make public space more welcoming, while the bench restricts use.",Wayfinding,"Wayfinding helps people navigate, but the bench is about controlling behavior.",Shared space,"Shared space reduces hard divisions between users, while this design adds physical limits.",The bench is designed to exclude certain uses while still looking like ordinary public furniture.,A public object can quietly control who is allowed to use a space comfortably.,Public design can include hidden rules about who belongs.,,
FV400_124,FV400_124,fullVoyageQuestions,Full Voyage,monkey-see|where-the-sidewalk-starts|monkey-see-monkey-prototype,,4,400,The revolution became a short corridor that mostly helps tired passengers between gates. Which old promise shrank that way?,Moving sidewalks,Nuclear-powered cars,Nuclear cars largely remained fantasy rather than becoming a quiet airport convenience.,Food pills,"Food pills represent a reduced idea of meals, not a corridor-based travel convenience.",3D television,"3D television reached consumers as entertainment, not as a movement system in public space.","Moving sidewalks were once imagined as a broader urban future, but they mostly survive as limited transit infrastructure.","Some imagined futures arrive only in a narrow, practical, reduced form.","A future can arrive, but smaller than promised.",,
FV400_125,FV400_125,fullVoyageQuestions,Full Voyage,roads-and-futures|where-were-going-well-still-need-them,,4,400,"An inventor sees global wireless messages coming, but money and infrastructure fail before the tower proves it. Which case fits?",Wardenclyffe Tower,Space elevator,"A space elevator is a proposed megastructure, but the clue is a wireless communication tower.",Q-Day,"Q-Day concerns future cryptographic risk, not an unfinished wireless infrastructure project.",Graphene batteries,"Graphene batteries concern material innovation, not a failed tower for global messages.","Wardenclyffe shows a future-facing communication idea collapsing because support, timing, and infrastructure did not line up.",A prediction can point in the right direction and still fail as a project.,Being early can still look like failure.,,
FV400_126,FV400_126,fullVoyageQuestions,Full Voyage,monkey-see|monkey-see-monkey-prototype,,4,400,"A chess machine wins applause, but a hidden person inside makes every move. Which old performance is being replayed?",Mechanical Turk,Wizard of Oz testing,"Wizard of Oz testing can use hidden human support, but the historic chess-machine performance is more exact.",Vaporware reveal,"Vaporware promises an absent product, while the machine here performs through a concealed operator.",Minimum viable product,"A minimum viable product is a real early version, not a hoax powered by someone inside.",The hidden chess player is the central trick: apparent automation depends on concealed human skill.,A machine can appear intelligent while human labor is hidden inside the performance.,"If the intelligence is secretly human, look behind the machine.",,
FV400_127,FV400_127,fullVoyageQuestions,Full Voyage,monkey-see|home-and-wandering|monkey-see-monkey-prototype,,4,400,A prototype chatbot is secretly answered by staff so designers can test reactions before building the system. What method is this?,Wizard of Oz testing,Minimum viable product,"A minimum viable product is a real usable version, not a human-operated simulation.",Proof of concept,"A proof of concept shows feasibility, but it does not necessarily simulate a full user experience.",Lean manufacturing,"Lean manufacturing reduces waste in production, not hidden human support in a fake interface.",Hidden staff make the unfinished system feel real so designers can learn from user reactions.,A product experience can be simulated before the actual system exists.,"A fake interface can be a test, but it must be handled carefully.",,
